user,enrolled,prediction,correct
288805,0,0,1
350467,0,0,1
243619,0,0,1
206348,0,1,0
158979,1,1,1
14829,0,1,0
165407,1,1,1
70465,1,1,1
118225,0,1,0
123493,0,0,1
331055,1,1,1
573,1,1,1
189700,0,0,1
106492,1,1,1
304249,0,0,1
221947,1,0,0
44181,1,1,1
106396,1,1,1
323915,1,1,1
245655,1,1,1
211366,0,0,1
129813,0,0,1
104915,0,0,1
311549,0,0,1
294297,0,0,1
34204,1,1,1
319437,1,1,1
203473,1,1,1
216311,1,1,1
52152,1,1,1
210181,0,0,1
226370,1,0,0
262762,1,0,0
298101,1,0,0
118832,1,0,0
47781,0,0,1
358488,0,0,1
12333,1,0,0
116730,0,0,1
294129,0,0,1
359889,1,1,1
317247,0,0,1
317812,0,0,1
163308,1,1,1
333146,0,0,1
230850,1,1,1
144011,1,1,1
317740,1,1,1
311448,1,0,0
303117,1,1,1
190774,1,0,0
275260,1,1,1
369325,1,0,0
18934,1,0,0
175673,0,0,1
40667,0,1,0
235988,0,1,0
17932,1,1,1
279782,0,0,1
314266,1,0,0
256008,1,0,0
65611,0,0,1
51283,0,0,1
303350,1,1,1
333472,0,0,1
178971,1,1,1
324600,0,0,1
89726,1,1,1
226067,0,0,1
222866,1,1,1
182382,0,1,0
62571,0,0,1
332087,0,0,1
261525,1,1,1
199612,1,1,1
13481,1,0,0
321753,1,1,1
227678,1,1,1
65533,0,0,1
97498,1,1,1
360624,0,0,1
146811,1,1,1
121482,0,1,0
352407,0,0,1
370168,0,0,1
269201,0,0,1
33465,1,1,1
191654,0,1,0
193526,0,0,1
144306,1,0,0
86248,0,0,1
81369,1,1,1
179907,1,0,0
104700,0,0,1
167339,1,0,0
330513,1,0,0
245452,0,0,1
223842,1,1,1
128073,0,0,1
68992,0,0,1
282819,0,0,1
29002,1,0,0
179553,0,0,1
65883,0,0,1
240269,1,1,1
111270,0,0,1
248918,1,1,1
144017,1,1,1
370499,0,1,0
294054,1,1,1
95386,0,1,0
164031,0,1,0
129220,1,1,1
91379,1,1,1
28590,1,1,1
289211,0,0,1
253332,1,1,1
175753,1,0,0
306798,0,0,1
346741,0,0,1
8716,1,1,1
332070,0,0,1
147541,1,1,1
348866,0,0,1
146987,1,0,0
54141,1,0,0
81769,0,0,1
189170,1,1,1
61572,0,0,1
339441,0,0,1
250516,0,0,1
41990,0,1,0
343882,1,1,1
160903,0,0,1
8197,0,0,1
268872,0,0,1
27791,1,0,0
337438,1,1,1
285419,0,0,1
51257,1,0,0
42231,0,1,0
3890,0,1,0
130403,0,0,1
311311,0,0,1
19672,0,0,1
317265,0,0,1
125412,0,0,1
36543,0,0,1
138486,0,0,1
45089,1,1,1
238279,0,1,0
321424,1,0,0
1436,1,1,1
181232,0,0,1
131558,1,1,1
6608,0,0,1
198253,0,0,1
197823,1,1,1
262982,1,1,1
249033,1,1,1
250642,0,0,1
235051,1,1,1
337349,1,0,0
315833,1,1,1
11486,1,1,1
99048,1,1,1
320373,1,1,1
221643,0,0,1
346052,0,0,1
281005,0,0,1
119014,1,1,1
19454,1,1,1
52503,0,0,1
41077,1,0,0
85584,0,0,1
154048,0,0,1
47305,1,1,1
255851,1,1,1
124076,0,0,1
159130,0,0,1
177656,1,1,1
110747,0,0,1
245755,0,1,0
356431,1,1,1
70668,1,1,1
22198,0,0,1
102554,0,0,1
373471,0,0,1
125884,1,1,1
224159,0,0,1
241940,0,0,1
237787,1,1,1
83262,0,0,1
70612,0,0,1
90168,1,1,1
114419,0,0,1
332909,1,1,1
133992,1,1,1
87972,0,1,0
370256,1,0,0
273565,0,0,1
245763,1,0,0
65821,0,0,1
34584,0,0,1
175036,1,1,1
93756,1,0,0
347255,0,0,1
353722,0,0,1
355775,0,1,0
326427,1,0,0
278801,1,1,1
131278,0,0,1
4996,0,0,1
97181,1,0,0
231128,0,0,1
98472,1,1,1
58272,1,1,1
156661,0,0,1
138072,1,1,1
18918,1,1,1
15692,0,1,0
150455,1,0,0
60978,1,1,1
242499,1,0,0
156208,1,1,1
100395,0,0,1
272446,0,0,1
117302,1,0,0
69043,1,1,1
312331,0,0,1
194236,1,1,1
190926,1,0,0
16216,0,1,0
305211,0,0,1
49605,1,1,1
179335,0,1,0
27902,1,1,1
40774,0,0,1
102833,0,0,1
112369,0,0,1
38019,1,0,0
333279,1,0,0
11478,0,0,1
322959,0,1,0
31736,1,1,1
321479,1,1,1
219816,0,1,0
318498,0,0,1
344200,0,0,1
93054,0,1,0
337097,0,0,1
167836,1,1,1
176679,1,1,1
83427,0,0,1
308483,0,0,1
183298,0,0,1
146878,0,0,1
10482,0,1,0
54837,1,1,1
165615,0,0,1
164369,0,0,1
285104,1,1,1
319290,1,0,0
307221,1,1,1
216976,1,1,1
314966,0,0,1
366065,0,0,1
171802,0,1,0
204698,0,0,1
4332,1,1,1
365658,0,0,1
85784,0,1,0
45378,1,0,0
12446,0,0,1
149168,1,0,0
294895,1,0,0
292735,1,1,1
319597,0,0,1
372502,0,0,1
146315,1,1,1
23794,0,1,0
68419,1,1,1
271063,1,1,1
108749,0,0,1
206934,1,0,0
259358,1,0,0
21847,1,1,1
32109,1,1,1
98144,1,0,0
111814,1,1,1
184396,1,1,1
39002,1,1,1
6888,0,0,1
73412,0,1,0
315152,1,1,1
72937,0,0,1
39461,0,0,1
170166,0,0,1
32450,0,0,1
245802,1,1,1
99271,1,1,1
220821,1,1,1
88462,0,0,1
209706,1,1,1
293429,1,1,1
211213,1,1,1
80934,1,1,1
82156,0,0,1
134489,1,1,1
237384,0,0,1
260329,0,0,1
45616,0,0,1
319985,1,1,1
305214,1,1,1
47952,1,1,1
27701,0,0,1
367604,0,0,1
81258,0,0,1
53186,0,1,0
171104,0,0,1
89376,1,1,1
136518,0,0,1
111423,0,0,1
255460,1,1,1
238058,0,1,0
346470,0,1,0
241413,0,0,1
25268,1,1,1
20829,0,1,0
271340,1,1,1
305138,1,1,1
136984,0,0,1
145149,0,0,1
253389,0,0,1
143756,1,1,1
295630,1,1,1
353535,0,0,1
58675,1,1,1
124433,0,0,1
351003,0,0,1
184074,1,1,1
319347,1,0,0
338013,1,1,1
326188,0,0,1
275500,0,0,1
357184,0,0,1
282732,1,1,1
21814,1,1,1
82074,0,0,1
273135,0,0,1
172392,1,1,1
160233,1,1,1
255210,0,0,1
312678,0,1,0
307457,0,0,1
99132,1,0,0
66791,0,0,1
13274,0,0,1
92556,1,0,0
222470,1,1,1
288318,1,1,1
326187,0,1,0
167357,1,0,0
361224,1,1,1
142492,1,0,0
37954,1,1,1
177796,1,0,0
103060,0,0,1
64785,1,1,1
316390,1,1,1
34583,1,1,1
165064,0,0,1
117696,1,1,1
252276,1,1,1
227034,1,1,1
338760,1,1,1
302228,0,0,1
338388,1,1,1
338784,0,0,1
117343,0,0,1
42787,0,0,1
36605,1,1,1
211962,1,1,1
193188,1,1,1
93061,0,0,1
317809,1,1,1
360846,1,1,1
350273,1,1,1
365686,0,0,1
338451,0,0,1
20495,1,1,1
332128,0,0,1
170370,1,1,1
273316,1,1,1
351207,1,1,1
258947,0,0,1
150518,1,1,1
66688,0,1,0
91566,0,0,1
231415,0,0,1
295154,0,1,0
122934,1,1,1
246028,0,0,1
228286,1,1,1
39786,1,1,1
286269,0,0,1
21301,0,0,1
364917,0,1,0
14644,0,0,1
29192,0,1,0
99994,0,0,1
120168,1,0,0
16401,0,0,1
341528,1,0,0
217120,1,1,1
319698,1,0,0
137000,0,0,1
105612,0,0,1
238779,1,1,1
276003,1,1,1
195361,1,0,0
88365,1,0,0
209953,1,0,0
138444,1,0,0
295729,1,1,1
193462,0,0,1
372759,1,1,1
185366,0,1,0
229221,0,0,1
260886,1,0,0
28245,0,0,1
81620,0,0,1
117778,0,1,0
96811,0,1,0
207205,0,0,1
200932,0,0,1
35211,0,0,1
296691,1,0,0
98966,1,1,1
170225,0,0,1
218325,1,1,1
304122,0,0,1
155554,1,0,0
143657,0,0,1
330503,0,0,1
330714,0,0,1
133629,0,0,1
118299,0,0,1
72510,0,0,1
48903,0,1,0
5185,0,1,0
108616,1,1,1
178107,1,1,1
327047,0,0,1
366373,0,0,1
362121,0,0,1
370042,1,1,1
210024,1,1,1
305597,1,1,1
84621,0,0,1
168314,0,0,1
95237,1,1,1
285637,0,0,1
101431,1,1,1
254140,1,1,1
336730,1,1,1
100296,1,1,1
321120,0,0,1
194782,1,1,1
93372,1,1,1
261543,0,0,1
201039,0,0,1
278050,0,0,1
118700,1,0,0
118336,0,0,1
229836,1,1,1
300336,1,1,1
372890,0,0,1
205306,1,1,1
350188,1,1,1
324930,0,0,1
56421,1,1,1
264310,0,1,0
190437,0,1,0
217064,0,0,1
63119,1,1,1
1692,1,1,1
192337,1,1,1
83313,1,0,0
18946,0,0,1
221049,1,1,1
170584,0,0,1
186344,0,0,1
276330,1,0,0
314091,1,1,1
357968,0,1,0
129140,0,0,1
147696,0,0,1
270220,0,0,1
78852,0,0,1
8702,0,0,1
16549,0,0,1
320703,0,1,0
14813,0,0,1
166200,0,1,0
90550,0,0,1
356194,1,0,0
202651,1,1,1
90409,0,1,0
188594,0,0,1
284565,0,0,1
158940,0,1,0
294221,1,1,1
144013,0,0,1
68928,0,0,1
285707,0,0,1
260033,0,1,0
279558,1,1,1
73383,1,1,1
86298,1,1,1
139309,0,0,1
175928,1,1,1
133811,0,0,1
102959,0,1,0
36537,1,1,1
235508,1,1,1
130379,1,1,1
343971,1,1,1
153389,1,1,1
198577,0,1,0
279694,0,0,1
315116,0,0,1
242352,1,1,1
127386,0,0,1
10852,1,0,0
215757,0,0,1
80702,0,0,1
93803,1,1,1
356223,1,1,1
150341,1,1,1
6560,1,1,1
200153,1,1,1
90394,0,0,1
31951,1,1,1
207029,0,0,1
466,0,0,1
182226,1,1,1
172220,0,1,0
158641,1,0,0
215521,0,0,1
25683,1,0,0
307940,0,0,1
80600,1,1,1
20021,1,0,0
110977,1,1,1
97395,1,0,0
184946,1,0,0
79591,1,1,1
93752,0,0,1
130760,1,1,1
142726,1,1,1
176217,1,1,1
266043,1,0,0
103521,1,1,1
33826,1,1,1
275259,1,1,1
194241,1,1,1
328555,1,1,1
324120,0,1,0
359076,0,0,1
42312,0,0,1
231352,1,0,0
204442,0,0,1
251623,0,1,0
278594,1,1,1
248687,0,1,0
324696,1,1,1
307857,1,0,0
255542,1,1,1
337399,1,1,1
169531,1,1,1
171302,0,0,1
238504,0,1,0
29970,0,0,1
19624,0,0,1
193240,1,0,0
292451,1,1,1
225674,1,1,1
153726,1,1,1
206396,0,0,1
330764,0,0,1
66082,1,1,1
152469,0,0,1
68399,0,1,0
54663,0,1,0
44344,0,0,1
161035,0,0,1
92982,0,0,1
218608,0,1,0
101481,1,1,1
321195,0,0,1
324726,0,0,1
39813,1,1,1
272258,0,0,1
218511,0,1,0
46902,0,0,1
206322,0,0,1
205974,0,1,0
146067,1,1,1
259013,1,1,1
101747,1,1,1
344802,0,1,0
22287,1,0,0
218981,0,0,1
868,1,0,0
54489,1,1,1
208272,0,0,1
118229,1,1,1
89835,1,1,1
254438,1,1,1
37949,1,1,1
182864,1,1,1
197385,1,1,1
150117,1,1,1
241902,0,0,1
306605,1,0,0
260193,1,0,0
324993,0,0,1
214438,0,0,1
223238,1,1,1
49416,0,0,1
242907,1,1,1
108067,0,1,0
28016,0,0,1
204924,1,0,0
261061,0,0,1
162537,1,1,1
175857,1,0,0
27200,0,0,1
184742,0,1,0
174451,0,0,1
214583,1,1,1
182311,0,1,0
168060,1,0,0
367527,1,1,1
197079,0,1,0
258872,0,1,0
278226,1,1,1
46006,0,1,0
288895,0,1,0
48418,1,1,1
182983,1,0,0
213288,1,1,1
300522,0,0,1
351876,1,1,1
40431,1,1,1
319903,1,1,1
172522,0,0,1
199503,0,0,1
150833,1,0,0
221530,1,1,1
4027,0,0,1
255461,0,0,1
82647,1,1,1
246977,0,0,1
52135,1,1,1
65556,0,0,1
260918,0,1,0
291110,1,1,1
94288,0,0,1
8358,1,1,1
18491,1,0,0
48117,0,1,0
236204,1,1,1
123700,0,0,1
329066,1,1,1
246297,1,1,1
35727,1,1,1
303705,0,0,1
259631,0,0,1
372225,0,1,0
263537,0,0,1
283041,0,0,1
340415,0,0,1
244102,0,0,1
11748,1,1,1
87421,0,0,1
307105,0,0,1
314705,1,1,1
240514,0,0,1
134359,0,1,0
302210,1,1,1
3529,0,0,1
136570,1,1,1
59705,0,0,1
373498,0,0,1
324964,0,0,1
32111,1,0,0
125039,0,0,1
65273,1,1,1
80775,0,1,0
365768,1,1,1
213162,0,0,1
232830,1,1,1
251924,0,0,1
80620,1,1,1
330177,1,1,1
303450,1,1,1
123571,1,1,1
51739,0,0,1
16091,1,1,1
186387,0,0,1
306749,0,0,1
82759,0,0,1
368489,1,0,0
189563,0,0,1
61791,0,1,0
137021,1,1,1
245075,0,0,1
341386,0,0,1
198854,0,0,1
207903,1,0,0
364648,1,1,1
290967,0,0,1
33885,1,1,1
236212,0,0,1
116744,1,1,1
41999,1,1,1
15666,1,1,1
304269,0,1,0
36295,0,0,1
197510,1,1,1
274495,0,0,1
306467,1,1,1
159763,1,1,1
73578,0,1,0
332427,1,0,0
79982,1,1,1
30152,0,0,1
62235,1,1,1
237901,1,1,1
195582,0,0,1
151783,0,0,1
39627,0,1,0
357921,1,0,0
45179,0,0,1
29530,1,0,0
303961,0,0,1
90882,0,1,0
349999,1,1,1
290768,1,1,1
3891,1,1,1
154951,0,0,1
236813,0,0,1
107212,0,0,1
299837,0,0,1
12362,0,0,1
18103,1,0,0
232445,0,0,1
298700,1,1,1
149690,0,0,1
254662,1,1,1
148594,1,1,1
319766,1,1,1
250509,0,0,1
192115,1,1,1
124885,1,1,1
162539,0,0,1
123787,0,0,1
56339,0,0,1
24713,1,1,1
361895,0,0,1
336320,1,0,0
27516,0,0,1
342899,0,0,1
30048,0,0,1
256841,1,0,0
91717,0,1,0
346931,0,0,1
125745,1,1,1
6981,0,0,1
132796,1,1,1
184077,1,0,0
200308,0,0,1
13542,1,1,1
62432,0,0,1
306235,0,0,1
158571,1,1,1
232901,0,0,1
17564,1,1,1
217246,1,0,0
173658,1,1,1
10429,1,1,1
277086,0,0,1
94052,0,0,1
193593,0,1,0
6802,0,0,1
161316,1,1,1
331689,0,0,1
207853,0,1,0
30960,1,1,1
267931,0,0,1
148542,1,1,1
209882,0,0,1
39372,0,0,1
22182,1,1,1
131056,1,0,0
206540,1,1,1
92689,0,1,0
259935,0,0,1
193971,1,1,1
33723,0,1,0
130451,0,0,1
107407,0,0,1
14897,1,0,0
109224,0,1,0
106455,1,1,1
251490,1,1,1
270864,1,1,1
341087,0,0,1
309528,0,1,0
75006,1,1,1
246830,1,0,0
175531,1,1,1
201191,1,1,1
298869,1,0,0
220715,1,1,1
268011,1,1,1
298951,1,0,0
78904,0,1,0
342173,1,0,0
317911,1,1,1
275397,1,1,1
80882,0,0,1
124357,0,0,1
372902,1,1,1
123156,1,1,1
104397,0,0,1
152461,1,1,1
308066,0,0,1
340391,1,0,0
180538,0,1,0
346953,1,1,1
53392,1,1,1
290914,1,1,1
366126,1,1,1
13893,0,0,1
152612,0,1,0
112704,1,1,1
295675,0,0,1
202723,0,1,0
286047,0,0,1
102297,0,0,1
185049,0,0,1
150759,0,1,0
333326,0,0,1
340558,1,1,1
285808,0,1,0
307809,0,0,1
285480,1,1,1
21036,1,0,0
175736,1,1,1
116750,1,1,1
21175,0,1,0
247744,1,1,1
115957,0,0,1
91921,1,1,1
215315,1,1,1
112731,1,0,0
255115,1,1,1
354271,0,0,1
30029,1,1,1
288666,1,1,1
68846,1,0,0
52957,1,1,1
48024,1,0,0
175116,1,0,0
359783,1,0,0
1758,0,0,1
147106,0,1,0
223255,0,0,1
354198,0,0,1
108462,1,1,1
121380,1,1,1
180316,1,1,1
317227,1,0,0
289024,0,0,1
274482,1,1,1
280263,1,1,1
274573,1,1,1
259697,1,1,1
320964,0,0,1
335566,0,0,1
327059,1,0,0
318027,0,0,1
77107,0,0,1
327177,1,1,1
35413,0,0,1
219537,1,0,0
362912,1,1,1
264400,1,1,1
13625,1,1,1
60322,0,0,1
136237,1,1,1
277643,0,0,1
148601,1,1,1
296923,1,1,1
198550,0,0,1
168703,1,1,1
266095,0,0,1
367745,1,1,1
364096,1,1,1
13495,1,0,0
289416,1,1,1
97251,0,0,1
122185,0,0,1
264273,0,0,1
237596,0,0,1
299219,0,1,0
321655,1,1,1
296552,0,0,1
24153,1,1,1
288115,0,0,1
309240,1,0,0
354194,0,0,1
360265,1,1,1
267544,0,0,1
340848,1,1,1
354046,0,0,1
368638,0,0,1
4985,0,0,1
333518,1,0,0
310548,1,0,0
66607,1,1,1
230046,0,0,1
31383,0,1,0
315041,1,1,1
230598,0,0,1
296409,1,0,0
56029,0,1,0
169062,0,0,1
144151,0,0,1
234307,1,1,1
51353,1,1,1
216543,0,1,0
281423,1,1,1
201875,1,1,1
100840,1,1,1
254818,1,1,1
58606,0,0,1
236376,0,1,0
356003,0,0,1
96393,1,1,1
196932,0,1,0
197515,0,1,0
200435,1,1,1
122340,0,1,0
96765,1,1,1
239919,0,0,1
57408,0,1,0
336661,1,1,1
201320,0,1,0
149842,1,1,1
275369,1,0,0
66774,0,0,1
122278,1,1,1
231063,0,0,1
74772,0,0,1
340314,1,1,1
129240,0,1,0
321300,1,0,0
197622,1,1,1
142352,1,1,1
114451,1,0,0
150071,1,1,1
36098,0,1,0
8396,1,1,1
206773,1,1,1
5728,1,1,1
55726,1,1,1
280404,0,0,1
67732,0,0,1
359269,0,0,1
325276,0,0,1
323015,0,0,1
31539,1,1,1
306627,0,0,1
95178,0,0,1
171373,1,0,0
277477,1,1,1
205195,1,1,1
319900,0,0,1
185231,0,1,0
172333,0,0,1
4589,1,1,1
34606,1,0,0
368890,0,0,1
262181,0,1,0
239499,0,1,0
161642,0,0,1
79931,1,1,1
106768,1,1,1
178039,1,1,1
7801,1,0,0
352052,0,0,1
33696,0,1,0
196499,0,0,1
171664,0,1,0
120039,1,0,0
327836,1,1,1
289937,1,1,1
80188,1,1,1
217334,0,0,1
181097,0,0,1
334546,1,1,1
191298,0,0,1
263924,1,1,1
282784,1,0,0
254866,1,1,1
260638,1,1,1
291901,0,1,0
138245,1,1,1
360098,0,0,1
120830,0,0,1
177527,0,0,1
345478,0,0,1
372519,0,1,0
264191,0,0,1
173834,1,0,0
57329,1,0,0
129001,1,1,1
48121,0,0,1
201537,1,0,0
277654,0,1,0
162729,0,0,1
167314,1,1,1
330120,0,0,1
207545,1,1,1
179408,0,0,1
310743,1,1,1
349400,1,0,0
142025,1,1,1
251684,1,1,1
81041,0,1,0
344817,1,0,0
317378,0,0,1
187081,1,1,1
63573,0,0,1
357006,0,0,1
222884,0,1,0
52256,0,1,0
124501,0,0,1
207426,1,1,1
193248,1,1,1
45344,1,0,0
359516,1,1,1
237733,0,0,1
101002,0,0,1
257253,0,0,1
554,1,0,0
211233,0,0,1
258067,1,0,0
99378,0,1,0
118305,0,0,1
332129,1,1,1
209569,0,1,0
226520,0,0,1
196773,0,0,1
45235,1,1,1
287628,0,0,1
103024,0,0,1
326216,1,1,1
136333,0,0,1
337800,0,0,1
189743,0,0,1
3069,1,1,1
371793,0,0,1
42163,0,0,1
334027,1,1,1
5333,0,0,1
239909,1,1,1
300461,1,1,1
321016,0,0,1
224034,0,0,1
163664,1,0,0
59924,0,0,1
126895,1,1,1
217784,1,1,1
52207,1,1,1
343745,0,0,1
280735,0,0,1
262576,1,1,1
138007,0,1,0
179800,0,0,1
13511,0,0,1
22094,0,0,1
346782,0,0,1
165111,1,1,1
253104,0,0,1
310512,1,1,1
186476,0,0,1
132993,1,0,0
346141,1,1,1
333714,1,0,0
40044,0,1,0
67268,0,0,1
253618,1,1,1
305178,0,0,1
135309,0,1,0
29217,0,1,0
324321,0,1,0
106888,0,1,0
192779,1,1,1
62851,1,1,1
109890,0,0,1
262617,1,1,1
73358,1,1,1
95217,1,1,1
127910,1,1,1
19307,1,1,1
145028,1,1,1
343872,0,0,1
148972,0,0,1
151054,0,0,1
113013,1,1,1
148062,0,1,0
133371,1,1,1
159679,0,0,1
88818,0,1,0
331365,0,0,1
287592,0,0,1
145768,1,1,1
115322,1,1,1
182852,0,0,1
311859,1,0,0
299430,1,1,1
17527,0,1,0
200072,1,1,1
107812,1,0,0
110117,0,0,1
90159,0,0,1
164580,0,0,1
39101,1,1,1
146503,1,1,1
353180,1,1,1
250047,0,0,1
83967,0,0,1
245990,0,0,1
135443,1,0,0
164225,0,0,1
327505,0,0,1
103440,1,0,0
131668,1,1,1
182336,0,1,0
337869,1,1,1
305931,0,0,1
161230,0,1,0
362808,1,1,1
358808,1,1,1
132451,1,1,1
91879,1,1,1
13349,0,0,1
31407,1,1,1
209202,0,0,1
46630,1,0,0
94314,0,0,1
158067,0,0,1
231631,0,0,1
276550,0,0,1
102850,1,1,1
126852,0,0,1
217355,1,1,1
280296,1,1,1
138100,0,0,1
147864,1,1,1
89705,1,1,1
349642,0,0,1
347309,0,0,1
318982,0,0,1
354924,1,1,1
158717,0,0,1
197315,0,0,1
126246,0,0,1
264733,1,0,0
276630,1,1,1
116164,1,1,1
78453,0,0,1
83739,0,0,1
23608,1,0,0
336171,1,1,1
344501,0,1,0
114279,0,0,1
44618,0,0,1
323326,1,0,0
41860,1,1,1
60491,1,1,1
266936,0,0,1
143934,0,1,0
258236,1,1,1
75938,0,0,1
90723,1,1,1
280992,1,1,1
359226,0,0,1
219107,1,1,1
274304,1,1,1
277365,1,1,1
202334,0,0,1
253312,0,0,1
348510,0,0,1
23966,0,0,1
219548,1,1,1
154978,1,1,1
353671,0,0,1
362499,0,0,1
372863,1,1,1
197457,0,0,1
372131,1,0,0
244257,0,0,1
1002,0,0,1
78781,1,0,0
253979,0,1,0
86215,1,0,0
348424,0,0,1
22832,0,0,1
301984,0,0,1
67483,1,0,0
310595,0,0,1
360376,0,0,1
72190,1,1,1
190918,1,1,1
39646,1,1,1
297532,1,1,1
299455,0,0,1
162371,0,0,1
363130,0,0,1
87810,0,0,1
317504,0,0,1
151723,1,1,1
175304,1,1,1
253741,1,1,1
15199,1,0,0
328017,1,1,1
196137,0,0,1
192473,0,1,0
135243,1,1,1
89689,1,1,1
14825,1,0,0
252242,1,1,1
191128,0,0,1
238109,0,0,1
171089,0,0,1
230188,1,1,1
17958,0,1,0
320948,1,1,1
134864,1,1,1
280622,0,0,1
238867,1,0,0
61152,1,0,0
182319,0,0,1
297886,0,0,1
307690,1,1,1
4565,1,0,0
335960,0,0,1
115164,0,1,0
170640,1,1,1
17145,0,1,0
191472,0,0,1
315403,0,0,1
152992,1,1,1
305261,1,1,1
280969,0,0,1
173747,0,0,1
94130,0,0,1
88268,0,1,0
241353,0,1,0
220551,0,0,1
355338,0,1,0
111057,1,1,1
268425,0,1,0
171944,1,1,1
299091,1,0,0
356451,0,0,1
347585,1,0,0
293217,0,0,1
190440,1,1,1
312325,1,0,0
51286,0,1,0
125859,0,1,0
300089,1,1,1
298146,1,0,0
187927,1,0,0
322290,1,0,0
270809,1,1,1
373403,0,0,1
321270,1,1,1
191148,1,1,1
85415,1,1,1
95171,1,0,0
53420,0,0,1
150045,1,0,0
63344,1,1,1
125653,0,0,1
288636,1,1,1
125737,0,1,0
208935,0,0,1
151635,0,1,0
335776,1,0,0
132322,1,0,0
368150,1,1,1
7564,1,1,1
226938,0,0,1
93837,1,1,1
110017,1,1,1
373528,0,0,1
1690,0,0,1
35865,1,0,0
91408,0,0,1
334548,0,1,0
46711,1,1,1
343004,0,0,1
1415,1,1,1
86810,1,1,1
205863,0,0,1
353352,1,1,1
338485,1,1,1
188216,0,0,1
222829,0,0,1
252692,1,1,1
245315,1,1,1
308435,1,0,0
38051,0,0,1
218344,1,1,1
21594,0,1,0
335809,0,0,1
52784,0,0,1
126726,1,1,1
326514,0,0,1
155026,0,1,0
172152,1,1,1
246418,0,0,1
355377,1,1,1
335515,1,1,1
138797,1,1,1
141820,0,0,1
85131,0,1,0
84763,0,0,1
10455,1,1,1
306648,1,1,1
46563,0,0,1
107010,1,1,1
62617,0,1,0
37171,1,1,1
316972,1,1,1
225475,0,0,1
208067,1,1,1
154089,1,1,1
191545,0,0,1
317001,0,0,1
366980,1,1,1
146736,0,0,1
325058,0,0,1
106707,0,0,1
237630,0,0,1
19653,1,1,1
343777,1,1,1
1418,1,1,1
76756,0,1,0
197948,0,0,1
368947,1,1,1
299931,1,1,1
66701,0,0,1
102400,0,0,1
208300,0,0,1
91616,0,0,1
19664,1,1,1
238919,1,1,1
3839,1,1,1
255584,1,1,1
76109,0,1,0
98482,1,1,1
260851,1,1,1
250780,0,0,1
287912,0,0,1
240943,1,1,1
61065,1,0,0
263528,1,1,1
127752,0,1,0
344458,0,0,1
315426,1,1,1
84955,1,1,1
135499,0,1,0
312151,1,1,1
97761,0,0,1
293519,1,1,1
337309,1,0,0
198007,0,0,1
154571,1,1,1
21361,1,1,1
76924,1,1,1
250225,0,0,1
283984,0,0,1
118765,1,0,0
120411,1,1,1
130326,1,1,1
72151,1,0,0
276855,1,1,1
67539,0,1,0
230747,0,0,1
122691,1,1,1
142885,1,1,1
78461,0,0,1
333894,0,1,0
130919,1,1,1
204024,1,1,1
2498,1,0,0
27940,0,0,1
197793,1,1,1
111552,0,0,1
305538,1,1,1
141213,0,0,1
130657,0,0,1
31038,0,0,1
236841,1,1,1
120165,0,0,1
143283,1,1,1
325553,1,1,1
355203,0,0,1
303806,1,1,1
283180,1,0,0
148450,1,1,1
105784,1,1,1
85241,0,1,0
128869,0,1,0
313034,0,1,0
282344,0,0,1
293698,0,0,1
97218,0,0,1
49494,0,0,1
338731,0,0,1
70131,1,1,1
123796,1,1,1
12051,1,1,1
325697,0,0,1
229196,0,0,1
271383,1,1,1
8912,0,0,1
224301,1,1,1
281006,1,1,1
308135,0,0,1
208339,0,0,1
11094,1,1,1
140804,1,1,1
168922,0,0,1
63578,1,1,1
268113,1,1,1
185459,0,0,1
89405,0,0,1
292373,1,1,1
115572,1,1,1
108246,1,1,1
79511,1,0,0
179679,1,1,1
73241,0,0,1
282232,1,1,1
203867,0,0,1
237327,0,0,1
239891,1,1,1
305652,0,0,1
238362,0,0,1
246799,0,0,1
269068,1,1,1
274277,0,1,0
355577,0,0,1
347861,1,0,0
258396,1,1,1
270500,0,1,0
157052,0,0,1
199099,0,0,1
236956,1,1,1
227985,1,1,1
172513,1,1,1
208386,1,1,1
155861,1,1,1
10929,1,1,1
91491,1,1,1
190828,0,0,1
187199,0,0,1
62023,0,0,1
344337,1,1,1
206136,1,0,0
36601,0,1,0
235503,1,1,1
234652,1,1,1
81648,0,1,0
254786,0,0,1
132408,1,0,0
103491,0,1,0
20383,0,0,1
124347,0,0,1
210800,1,1,1
263982,1,1,1
16638,1,1,1
342225,0,0,1
351077,1,1,1
119852,1,1,1
71559,0,0,1
5439,0,0,1
349474,1,0,0
108239,0,1,0
163562,1,1,1
32728,0,0,1
146858,1,1,1
31386,1,1,1
228418,0,0,1
343930,1,1,1
199645,1,1,1
332015,0,0,1
342595,1,1,1
337318,1,1,1
360652,0,0,1
278477,0,0,1
263546,1,1,1
308982,0,0,1
198335,0,0,1
160381,1,1,1
208707,1,1,1
178282,1,1,1
104588,1,1,1
125142,1,1,1
318687,1,0,0
65033,0,0,1
174830,1,1,1
93997,0,0,1
107181,0,0,1
22764,0,0,1
273815,1,1,1
254425,0,0,1
267173,1,0,0
94763,0,0,1
223369,1,1,1
241745,1,1,1
171432,1,1,1
214123,1,1,1
98915,0,0,1
273388,1,1,1
33554,0,0,1
256779,1,0,0
119773,1,0,0
148257,1,1,1
99448,0,1,0
48858,0,0,1
67244,0,0,1
279801,0,0,1
28872,1,1,1
